""	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENSG00000204894.4	90	ENSG00000204894.4	ENSG00000204894	processed_pseudogene	""		InGen	2.46288301738468	1	ENST00000472406.1	-4.13012504500326	-2.40193337818384	-14.2724675856846	2.68920118791677e-33	5.98858212537186e-29	59.2357754682898	0.0854637860738552
ENSG00000226278.1	261	ENSG00000226278.1	ENSG00000226278	unprocessed_pseudogene	PSPHP1		InGen	4.74157962219847	1	ENST00000450062.1	-5.22891390353366	-0.549771853106747	-13.2739156197336	4.77412449681101e-30	5.31574892097422e-26	54.8270965051364	0.0769616677542773
ENSG00000272977.1	3754	ENSG00000272977.1	ENSG00000272977	sense_intronic	""		InGen	0.356159419576296	1	ENST00000609475.1	2.26921408592296	0.852596710295515	12.8614882145306	1.03342130452848e-28	7.67108634351487e-25	53.7832785083202	0.11384636076637
ENSG00000233913.7	645	ENSG00000233913.7	ENSG00000233913	processed_pseudogene	""		InGen	7.74914866517313	1	ENST00000522551.1	-2.64266868287003	1.86596511489901	-12.1928399236032	1.46556650175592e-26	7.33930749869161e-23	49.4038205854834	0.12286857850855
ENSG00000259479.6	2925	ENSG00000259479.6	ENSG00000259479	transcribed_unprocessed_pseudogene	SORD2P		InGen	0.158088997908683	4	ENST00000561384.3|ENST00000562107.1|ENST00000564140.5|ENST00000558556.5	-2.37088745839609	-0.706587775342356	-12.1769413636402	1.64787540946868e-26	7.33930749869161e-23	47.5150961856851	0.113095251861046
ENSG00000230076.1	318	ENSG00000230076.1	ENSG00000230076	processed_pseudogene	""		InGen	4.8216287777417	1	ENST00000457497.1	-4.77611911187684	-1.05149022961817	-11.7344888155548	4.25172534396792e-25	1.57802786141369e-21	44.0616186533502	0.113102528048317
ENSG00000084628.9	2987	ENSG00000084628.9	ENSG00000084628	protein_coding	NKAIN1	79570	InGen	1.1521160338616	5	ENST00000373736.6|ENST00000528449.1|ENST00000526106.5|ENST00000530145.1|ENST00000533581.1	0.916914338424385	1.58609820905772	10.5046572583867	3.03846920525743e-21	9.66623867598253e-18	37.4911685090367	0.783744960925346
ENSG00000184635.13	4888	ENSG00000184635.13	ENSG00000184635	protein_coding	ZNF93	81931	InGen	0.398234095525967	7	ENST00000592613.1|ENST00000591366.5|ENST00000586021.5|ENST00000588146.1|ENST00000592160.5|ENST00000589903.1|ENST00000343769.5	-0.533363980141856	1.5059037905796	-10.3625274855463	8.31483289885938e-21	2.31453767280875e-17	36.4882961976867	0.0925339274984353
ENSG00000176809.10	7641	ENSG00000176809.10	ENSG00000176809	protein_coding	LRRC37A3	374819	InGen	0.6629833114246	12	ENST00000339474.9|ENST00000400877.7|ENST00000334962.9|ENST00000319651.9|ENST00000584306.5|ENST00000583510.1|ENST00000579305.1|ENST00000581368.5|ENST00000584788.5|ENST00000580464.1|ENST00000580439.1|ENST00000577487.1	0.429616063724364	3.29456665472686	10.1668599435689	3.29951159382737e-20	8.16409152032684e-17	35.2564511465993	0.260643099625986
ENSG00000182698.11	1140	ENSG00000182698.11	ENSG00000182698	protein_coding	RESP18	389075	InGen	0.268604548659536	3	ENST00000470719.1|ENST00000392083.5|ENST00000333527.5	1.90364027350369	-1.14827482758003	10.0954573318643	5.44376907380942e-20	1.21227293504662e-16	33.479993588611	0.142811599511247
