""	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENSG00000233913.7	645	ENSG00000233913.7	ENSG00000233913	processed_pseudogene	""		InGen	7.85789988230851	1	ENST00000522551.1	-2.99976669724531	2.40927222648388	-12.9182099385764	4.11047817932703e-28	9.20664902605668e-24	52.8978034399432	0.0910860435077631
ENSG00000230076.1	318	ENSG00000230076.1	ENSG00000230076	processed_pseudogene	""		InGen	4.41025269737568	1	ENST00000457497.1	-5.57754942930102	-0.466777309681113	-12.545212097135	5.70845498026062e-27	6.39289873239387e-23	47.4768885076616	0.158367849261277
ENSG00000147403.16	4825	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	9.70453242077094	18	ENST00000492572.5|ENST00000369817.6|ENST00000479366.1|ENST00000424325.6|ENST00000618723.4|ENST00000436473.5|ENST00000344746.8|ENST00000489200.5|ENST00000491035.5|ENST00000458500.5|ENST00000485196.5|ENST00000482732.1|ENST00000467168.5|ENST00000406022.6|ENST00000451365.1|ENST00000449494.5|ENST00000427682.5|ENST00000428169.1	0.415936815267888	6.50704796644495	12.4418660097836	1.18175154625727e-26	8.8229570443568e-23	49.8124195270054	0.0852955610328219
ENSG00000204894.4	90	ENSG00000204894.4	ENSG00000204894	processed_pseudogene	""		InGen	3.15607959207056	1	ENST00000472406.1	-4.65269679494211	-1.76987521488359	-12.1204076619644	1.13106758193528e-25	6.3334129250466e-22	43.2336004107975	0.111421208169252
ENSG00000272977.1	3754	ENSG00000272977.1	ENSG00000272977	sense_intronic	""		InGen	0.404555935287504	1	ENST00000609475.1	2.18183834625339	1.27130018891429	10.7505799259879	1.52837404163028e-21	6.0444976479412e-18	38.0013392698072	0.119386609098243
ENSG00000226278.1	261	ENSG00000226278.1	ENSG00000226278	unprocessed_pseudogene	PSPHP1		InGen	6.34088959256327	1	ENST00000450062.1	-6.33890659725184	0.0285299633072457	-10.7421563346566	1.619206441988e-21	6.0444976479412e-18	36.3780493226585	0.13369167455769
ENSG00000196312.12	3488	ENSG00000196312.12	ENSG00000196312	protein_coding	MFSD14C		InGen	1.90626079516044	8	ENST00000637409.1|ENST00000506067.1|ENST00000637076.1|ENST00000637099.1|ENST00000637864.1|ENST00000602917.5|ENST00000375223.4|ENST00000637811.1	0.410623880963643	3.95391319320907	10.4660189721518	1.06760396429755e-20	3.41602765604808e-17	36.3727661064352	0.14784294371846
ENSG00000107951.13	8397	ENSG00000107951.13	ENSG00000107951	protein_coding	MTPAP	55149	InGen	2.46690924754592	6	ENST00000263063.8|ENST00000488290.5|ENST00000417581.1|ENST00000421701.1|ENST00000471055.1|ENST00000611134.1	0.237772891271245	5.65029021472699	10.1101455615186	1.18935302736409e-19	3.32989113836261e-16	33.8641192940742	1.094963346265
ENSG00000215374.5	3339	ENSG00000215374.5	ENSG00000215374	lincRNA	FAM66B	100128890	InGen	0.807818396117644	2	ENST00000529456.1|ENST00000606573.1	1.17030465074765	2.59645293629989	10.0836238887591	1.42201778770347e-19	3.53892826766471e-16	33.8424377089698	0.113790807381768
ENSG00000259479.6	2925	ENSG00000259479.6	ENSG00000259479	transcribed_unprocessed_pseudogene	SORD2P		InGen	0.142099979201116	4	ENST00000561384.3|ENST00000562107.1|ENST00000564140.5|ENST00000558556.5	-2.23755639002424	-0.452045595005262	-9.80488818417543	9.21579602351661e-19	2.06415399334725e-15	30.8210486273318	0.31375047385049
ENSG00000197702.11	8294	ENSG00000197702.11	ENSG00000197702	protein_coding	PARVA	55742	InGen	1.77660946021072	6	ENST00000334956.12|ENST00000530755.5|ENST00000533345.5|ENST00000528916.1|ENST00000526746.5|ENST00000533392.1	-0.347819962507442	5.27141049508725	-9.75446746756895	1.28992251097717e-18	2.62651676371514e-15	31.5379632322209	0.13301808865389
ENSG00000171503.11	4493	ENSG00000171503.11	ENSG00000171503	protein_coding	ETFDH	2110	InGen	2.41410352289348	8	ENST00000512251.5|ENST00000511912.5|ENST00000507475.5|ENST00000510353.5|ENST00000436096.2|ENST00000307738.5|ENST00000506422.1|ENST00000514148.1	0.304474023291959	4.77144884864269	9.51564874212661	6.291631477491e-18	1.17433301527369e-14	30.012341426251	0.103092747424503
ENSG00000259433.2	2426	ENSG00000259433.2	ENSG00000259433	processed_pseudogene	""		InGen	0.0986472434867286	1	ENST00000560646.2	1.75774188413576	-1.21911649694045	9.46205002080089	8.96188320083417e-18	1.54406353794064e-14	28.2231687986346	0.222709892695312
ENSG00000248124.7	5253	ENSG00000248124.7	ENSG00000248124	transcribed_unprocessed_pseudogene	RRN3P1		InGen	1.19678497272681	4	ENST00000514813.6|ENST00000546471.5|ENST00000551901.5|ENST00000551681.1	0.492863958126641	3.79645647195005	9.39289054643698	1.41311816482652e-17	2.26078718969888e-14	29.3027459697988	0.067437526904076
