feature_id	partial_r2	partial_r2.gen	partial_r2.vmr
ENST00000626996.2	0.999931084405906	0.0093593579861057	6.45005715952601e-07
ENST00000324385.9	0.999425056781313	0.00341470114855719	1.96325926920691e-06
ENST00000243189.11	0.992554008903064	2.70614492469504e-05	2.01499310162975e-07
ENST00000570891.5	0.98978125933102	0.00175570695804435	1.7941114094979e-05
ENST00000525881.5	0.983135106230092	0.00917197535330166	0.000154684389993643
ENST00000372584.5	0.977858003656259	0.00783038302872513	0.000173380312392122
ENST00000465675.5	0.947266040144028	0.00243519549881355	0.000128417501675878
ENST00000435468.1	0.937591252241117	0.0103865827626191	0.000648213623709055
ENST00000446377.3	0.924058240299405	0.00480964689244563	0.000365253048550821
ENST00000564879.2	0.915798585606755	0.00222066693515455	0.000186983296836325
ENST00000637569.1	0.897281175253687	0.0123267338571031	0.00126618761476222
ENST00000430725.6	0.855990201944493	0.0118186617683795	0.00170200309455067
ENST00000375137.6	0.778436304628407	0.00330908538723401	0.000733173186695706
ENST00000323115.8	0.712637681283624	0.00108952740328919	0.000313089120914214
ENST00000475378.5	0.708075022501998	0.0179456829281609	0.00523879308498965
ENST00000278968.10	0.705088172511873	0.022071022396306	0.00650900554942599
ENST00000575542.5	0.694285258121352	0.0208230038807564	0.00636589925654354
ENST00000614409.4	0.688879896237199	0.000999249465912718	0.000310886597519688
ENST00000578501.5	0.674912263521594	0.00695105130744903	0.00225970153568387
ENST00000478910.5	0.651041502796392	0.000171341373137679	5.97910280789272e-05
ENST00000265284.10	0.622686532645886	0.0281837665645338	0.0106341146855632
ENST00000537064.5	0.579180272814745	0.0114834660604893	0.00483246905471624
ENST00000467412.1	0.568901510339648	0.00460052032221541	0.00198327736255882
ENST00000414522.6	0.567289386757677	0.00146450531148276	0.000633706991428344
ENST00000340684.10	0.563795316968873	0.05781981948408	0.0252212760309701
ENST00000328495.9	0.553764757791314	0.0343743148977822	0.0153390307341695
ENST00000543802.2	0.55013178496843	0.0597903045244731	0.0268977575726187
ENST00000467622.2	0.550082250332932	0.0331393429209002	0.0149099785924167
ENST00000606459.1	0.535664806997822	0.0585802479339334	0.0272008707305184
ENST00000429789.6	0.530853534916006	0.0390088610436122	0.0183008692655634
ENST00000494066.1	0.516088500349951	0.00441926229892876	0.00213853184642154
ENST00000264343.4	0.51576457206646	0.00626878517330257	0.0030355678710176
ENST00000488825.5	0.513745561731161	0.0121200971729486	0.00589345104259586
ENST00000453551.6	0.511417607586573	0.00268610076559978	0.00131238153832028
ENST00000368339.9	0.508153378848885	0.0283773229814889	0.0139572904257592
ENST00000564960.1	0.506540102865186	0.000359835020423186	0.000177564152163529
ENST00000354589.7	0.502417012874541	0.0485911226699353	0.024178115965886
ENST00000405266.5	0.478966185888916	0.000119904203208854	6.24741443258597e-05
ENST00000479633.2	0.472512619141496	0.00825149234280234	0.00435255808407881
ENST00000508628.6	0.4430206057877	0.0161201152386237	0.00897857202024109
ENST00000299267.8	0.429147881227692	2.15061395033029e-05	1.22768253020733e-05
ENST00000398016.7	0.426685903475027	0.0189664201262551	0.010873716018997
ENST00000546616.1	0.418148789538656	0.0279444880255672	0.0162595341833988
ENST00000627564.2	0.418055491913321	0.0257155661907197	0.0149650325170288
ENST00000378799.10	0.404751091038232	0.00310873205608112	0.00185046936463676
ENST00000295666.6	0.397363383590902	0.00178273343642217	0.00107434044608482
ENST00000526930.1	0.377654204544551	0.044513506598081	0.0277027936722941
ENST00000561249.5	0.373698060488931	0.00457663514210955	0.00286635546593773
ENST00000266058.8	0.368568199235409	0.00827874167267728	0.00522746076244348
ENST00000341166.3	0.349102233266776	0.00743800612698639	0.00484138157700348
ENST00000535348.5	0.345705388547356	0.00286148653420591	0.00187225522007523
ENST00000340209.8	0.344822762520011	0.00926381291360235	0.00606943935326544
ENST00000505847.5	0.343736568108699	0.0273470952147582	0.0179468985578954
ENST00000462978.1	0.3431016804147	0.0362850587493046	0.0238355941184721
ENST00000244519.6	0.341373348205618	0.00162411687316469	0.00106968665829522
ENST00000380099.3	0.340216406152524	0.0177511234929042	0.0117119000529787
ENST00000162044.13	0.340126609592363	0.0160099501251259	0.010564540069324
ENST00000396553.6	0.332252051644101	0.0121524055393534	0.00811474386649209
