id,beta_global,fdr_global,beta_local,fdr_local,region
chr1_976414_976533,0.108319857322315,0.88036528426361,-0.0191167141354915,0.890722749320954,Caudate
chr1_995947_996186,0.217309183340582,0.546524884422217,0.0204107919486721,0.841557091849969,Caudate
chr1_998114_998424,0.148231149889859,0.798034058984892,0.0938407433298239,0.237771871537075,Caudate
chr1_1005058_1005402,-0.0136970573425509,0.9806847765227,0.0363709804670444,0.485660539925619,Caudate
chr1_1013950_1014254,-0.0360482025547208,0.959646193154157,0.0269790311903802,0.779022903468768,Caudate
chr1_1014387_1014857,-0.121671470285878,0.800426243917204,-0.0337599162100534,0.719550349765655,Caudate
chr1_1023551_1025300,0.183434408716743,0.610078299438564,0.0113660282095289,0.915208414565828,Caudate
chr1_1034284_1034680,-0.00660593287872102,0.994757654919632,-0.0291319354887895,0.800350547647003,Caudate
chr1_1040020_1040148,-0.171857063044095,0.739320966551836,-0.0237078667016681,0.842109965855939,Caudate
chr1_1140761_1141016,0.115520219594901,0.840076652494602,-0.0438661618734751,0.656331315281788,Caudate
chr1_1173440_1174689,0.0196290002789754,0.979967657778361,0.0472015086003973,0.5312450054232,Caudate
chr1_1183032_1183227,-0.0294091269695894,0.964080527568749,0.0250080599636742,0.770027260076776,Caudate
chr1_1185015_1185540,-0.0109807800620819,0.989777914015262,-0.0522949032742686,0.468105284359112,Caudate
chr1_1212849_1213033,-0.0379118741587678,0.966198324185904,-0.000226796022722413,0.99907785425958,Caudate
chr1_1228883_1229078,-0.0835839886212067,0.88036528426361,-0.0429643411719698,0.59965500436719,Caudate
chr1_1240235_1241045,-0.210768904355414,0.581283771198243,-0.00517615669707282,0.965789594489177,Caudate
chr1_1244000_1244681,-0.0977767397711026,0.79159562770617,-0.0271526354825231,0.704220094214074,Caudate
chr1_1274877_1275165,-0.233647290376768,0.603499116937809,-0.0808075632458908,0.276263837081471,Caudate
chr1_1281817_1282021,0.104738586117809,0.865973030841332,0.0470790335123953,0.630637056942317,Caudate
chr1_1286619_1286864,-0.0554228222739206,0.948487090442259,-0.0603467214444011,0.54669735779635,Caudate
chr1_1290344_1290443,0.131431778800671,0.828066568753794,-0.0122524923800174,0.929302066158301,Caudate
chr1_1296812_1297070,-0.0482012975762359,0.948487090442259,-0.0784318252367308,0.276263837081471,Caudate
chr1_1299190_1299464,-0.0278047597415592,0.971790835096184,-0.0531281592972111,0.524233012252011,Caudate
chr1_1303344_1304193,-0.121655484696763,0.765786622259444,-0.00597429581034724,0.956616268058725,Caudate
chr1_1315447_1315992,-0.214805630296394,0.623846446085806,-0.0447302526772795,0.645387593362951,Caudate
chr1_1351526_1351687,0.0882911930667561,0.900612695981288,0.0581835347288577,0.51980900886432,Caudate
chr1_1352296_1352541,-0.0202450384699977,0.981473133660525,0.00841424023740187,0.947486874731145,Caudate
chr1_1354719_1355571,0.076809070743672,0.912445627242111,0.0863175209690599,0.220709277549817,Caudate
chr1_1356874_1357710,-0.0359280750763356,0.948522036240371,-0.0646587639933188,0.211413033931805,Caudate
chr1_1419594_1419941,0.160666655540822,0.81085920162151,0.124900584586371,0.139900868002834,Caudate
chr1_1420861_1421541,0.0633846075775298,0.908335341386011,0.0152199740252754,0.872970838875092,Caudate
chr1_1425547_1426887,0.0967732102164397,0.795133488867342,-0.0239544191387864,0.74696275727692,Caudate
chr1_1428271_1428380,0.041396411424703,0.962452348771665,-0.113335651432956,0.0954150188167239,Caudate
chr1_1431645_1433339,-0.0978006525027276,0.778086766943008,0.00256120809847973,0.977986432147219,Caudate
chr1_1434848_1435285,-0.113447325491969,0.764221878811408,-0.00737606740026006,0.9392182902246,Caudate
chr1_1436441_1437247,0.0411155280759661,0.951213277868591,0.0126949575665679,0.910280606480924,Caudate
chr1_1708366_1708589,-0.299742357363739,0.561922453146351,-0.0900803618702156,0.342361778928122,Caudate
chr1_1722447_1723483,-0.06488083941208,0.909571286204772,0.0494833225208485,0.466571049248889,Caudate
chr1_1747138_1747292,0.0607184423182501,0.924318710787849,0.0285486327158799,0.749989906392573,Caudate
chr1_1924536_1924649,0.0305748602924439,0.971534492432055,0.0195922303631253,0.871960843903777,Caudate
chr1_1946615_1946793,-0.0345894656661971,0.957588289736755,0.0300449368293062,0.718584403462134,Caudate
chr1_1954906_1955026,-0.0471898412197168,0.96366770641917,-0.154668801794379,0.0384826079323523,Caudate
chr1_2025554_2026068,-0.00640910680198873,0.993362462733235,0.0168512240455892,0.873666310084119,Caudate
chr1_2059766_2060596,-0.00708955968062301,0.990182750821096,-0.0177781131691707,0.827192691584146,Caudate
chr1_2082101_2082160,0.0991405226031174,0.876122845575279,-0.013895724966336,0.915901360956103,Caudate
chr1_2088613_2088779,-0.0818182161943375,0.914246679610453,-0.0334315998960956,0.77702290537407,Caudate
